user_id,tweet_id,tweet_text,class,clean_text,label,true_label_num,predicted_label_num,true_label,predicted_label,probability_anorexia,is_correct,prediction_type,text_length_chars,text_length_words
user1298,61f78034335b,Busquen el hashtag  en Instagram y ya no va a ser necesario que vuelvan a ver pelÃ­culas de terror en su vida.,control,busquen el hashtag en instagram y ya no va a ser necesario que vuelvan a ver películas de terror en su vida,0,0,1,control,anorexia,0.8467663526682401,False,false_positive,110,22
user0914,e542c0288b03,Yo tambiÃ©n quiero mostrar mi cuerpo  pero la seÃ±ora de las #quesadillas cada vez hace mÃ¡s sabrosa la #Salsa,control,yo también quiero mostrar mi cuerpo pero la señora de las #quesadillas cada vez hace más sabrosa la #salsa,0,0,1,control,anorexia,0.9013437759439802,False,false_positive,110,19
user0178,116c6e7f8364,"El amor, es como la comida, si no es real no sale bien 
@nutri_rivers",control,el amor es como la comida si no es real no sale bien,0,0,1,control,anorexia,0.9505639916102199,False,false_positive,69,13
user0850,c6ff8afc9dbd,"Muchos mÃ¡s sanos los donuts, donde va a parar",control,muchos más sanos los donuts donde va a parar,0,0,1,control,anorexia,0.7421533995663238,False,false_positive,46,9
user0927,6b3fa6b0a978,Esta canciÃ³n la compuse para la persona que amo y siempre estarÃ© contigo mi niÃ±a... Con MUCHO RESPETO ...,control,esta canción la compuse para la persona que amo y siempre estaré contigo mi niña con mucho respeto,0,0,1,control,anorexia,0.7555694851177454,False,false_positive,108,18
user0883,3a1173e4c1c4,"Todos pertenecemos a grupos. Es inevitable y estÃ¡ bien que sea asÃ­. 
Pero el arraigo que algunos experimentan hacia cierta clase de grupos (como lo que ocurre en el ) no me parece algo bueno.",control,todos pertenecemos a grupos es inevitable y está bien que sea así pero el arraigo que algunos experimentan hacia cierta clase de grupos como lo que ocurre en el no me parece algo bueno,0,0,1,control,anorexia,0.9018238379275224,False,false_positive,193,34
user0572,201d4fbb06a0,"Viendo esto hay que replantearse bien lo que uno come.  No, a la #comidaprocesada",control,viendo esto hay que replantearse bien lo que uno come no a la #comidaprocesada,0,0,1,control,anorexia,0.6144581732600413,False,false_positive,81,14
user1235,733370885ea6,"DÃ­a 2:  
Media MaÃ±ana:  y nueces.",control,día 2 media mañana y nueces,0,0,1,control,anorexia,0.7732664880664322,False,false_positive,35,6
user1105,328d17912754,"#FundaciÃ³nAPE hace formaciÃ³n, divulgaciÃ³n y concienciaciÃ³n para prevenir los #TCA http://mtr.cool/kacekcs  #bulimia #anorexia #trastornosporatracÃ³n #trastornosalimentarios #stopTCA",control,#fundaciónape hace formación divulgación y concienciación para prevenir los #tca #bulimia #anorexia #trastornosporatracón #trastornosalimentarios #stoptca,0,0,1,control,anorexia,0.8770514560009858,False,false_positive,185,15
user1296,11b072c95228,Todos conocemos a alguien  que nos quiere hacer lo mismo...,control,todos conocemos a alguien que nos quiere hacer lo mismo,0,0,1,control,anorexia,0.9241378147562946,False,false_positive,59,10
